Accession	GeneName	UnipriotGeneName	MaxLCDLengthPerProtein	DataType
P34096	RNASE4	RNAS4_HUMAN	14	BACKGROUND
O00587	MFNG	MFNG_HUMAN	23	BACKGROUND
Q9HCF6	TRPM3	TRPM3_HUMAN	23	BACKGROUND
O00584	RNASET2	RNT2_HUMAN	21	BACKGROUND
O00585	CCL21	CCL21_HUMAN	14	BACKGROUND
Q9BPZ2	SPIN2B	SPI2B_HUMAN	18	BACKGROUND
Q9BPZ3	PAIP2	PAIP2_HUMAN	35	BACKGROUND
Q16819	MEP1A	MEP1A_HUMAN	13	BACKGROUND
Q9UNE7	STUB1	CHIP_HUMAN	17	BACKGROUND
P25440	BRD2	BRD2_HUMAN	40	BACKGROUND
Q5TC84	OGFRL1	OGRL1_HUMAN	55	BACKGROUND
Q5TC82	RC3H1	RC3H1_HUMAN	15	BACKGROUND
Q9HCG7	GBA2	GBA2_HUMAN	19	BACKGROUND
O00571	DDX3X	DDX3X_HUMAN	57	GRPR
O00574	CXCR6	CXCR6_HUMAN	13	BACKGROUND
Q6ZSK4	null	CK039_HUMAN	20	BACKGROUND
Q5XG85	null	U633C_HUMAN	11	BACKGROUND
Q9HCG8	CWC22	CWC22_HUMAN	49	BACKGROUND
P18146	EGR1	EGR1_HUMAN	58	BACKGROUND
Q5XG87	PAPD7	PAPD7_HUMAN	55	BACKGROUND
Q86YJ6	THNSL2	THNS2_HUMAN	13	BACKGROUND
Q6XR72	SLC30A10	ZNT10_HUMAN	19	BACKGROUND
Q86YJ7	ANKRD13B	AN13B_HUMAN	30	BACKGROUND
Q86YJ5	MARCH9	MARH9_HUMAN	30	BACKGROUND
Q96SZ4	ZSCAN10	ZSC10_HUMAN	21	BACKGROUND
Q9UNF0	PACSIN2	PACN2_HUMAN	24	BACKGROUND
Q9UNF1	MAGED2	MAGD2_HUMAN	60	BACKGROUND
Q9HCH5	SYTL2	SYTL2_HUMAN	30	BACKGROUND
P22352	GPX3	GPX3_HUMAN	13	BACKGROUND
O00562	PITPNM1	PITM1_HUMAN	20	BACKGROUND
O00567	NOP56	NOP56_HUMAN	57	BACKGROUND
O00566	MPHOSPH10	MPP10_HUMAN	38	BACKGROUND
P80108	GPLD1	PHLD_HUMAN	15	BACKGROUND
Q9HCH0	NCKAP5L	NCK5L_HUMAN	25	BACKGROUND
O00570	SOX1	SOX1_HUMAN	51	BACKGROUND
Q9HCH3	CPNE5	CPNE5_HUMAN	17	BACKGROUND
Q9UNH7	SNX6	SNX6_HUMAN	12	BACKGROUND
Q6ZSI9	CAPN12	CAN12_HUMAN	40	BACKGROUND
O00559	EBAG9	RCAS1_HUMAN	21	BACKGROUND
P30679	GNA15	GNA15_HUMAN	16	BACKGROUND
O00555	CACNA1A	CAC1A_HUMAN	34	BACKGROUND
Q5JT82	KLF17	KLF17_HUMAN	8	BACKGROUND
Q9HCI6	KIAA1586	K1586_HUMAN	14	BACKGROUND
Q9HCI7	MSL2	MSL2_HUMAN	19	BACKGROUND
Q9HCI5	MAGEE1	MAGE1_HUMAN	26	BACKGROUND
Q86YH2	ZNF280B	Z280B_HUMAN	18	BACKGROUND
Q86YH6	PDSS2	DLP1_HUMAN	14	BACKGROUND
Q9UNH5	CDC14A	CC14A_HUMAN	24	BACKGROUND
Q5HYA8	TMEM67	MKS3_HUMAN	15	BACKGROUND
Q1MSJ5	CSPP1	CSPP1_HUMAN	58	BACKGROUND
O00548	DLL1	DLL1_HUMAN	23	BACKGROUND
Q6ZSJ8	C1orf122	CA122_HUMAN	22	BACKGROUND
Q6ZSJ9	SHISA6	SHSA6_HUMAN	20	BACKGROUND
P30685	HLA-B	1B35_HUMAN	25	BACKGROUND
Q5XG99	LYSMD4	LYSM4_HUMAN	13	BACKGROUND
B3SHH9	TMEM114	TM114_HUMAN	21	BACKGROUND
Q96SZ5	ADO	AEDO_HUMAN	17	BACKGROUND
O00541	PES1	PESC_HUMAN	57	BACKGROUND
Q9HCJ3	RAVER2	RAVR2_HUMAN	32	BACKGROUND
Q9HCJ6	VAT1L	VAT1L_HUMAN	20	BACKGROUND
Q9HCJ5	ZSWIM6	ZSWM6_HUMAN	60	BACKGROUND
Q9HCJ0	TNRC6C	TNR6C_HUMAN	27	BACKGROUND
Q5XG92	CES4A	EST4A_HUMAN	16	BACKGROUND
Q9HCJ2	LRRC4C	LRC4C_HUMAN	17	BACKGROUND
P25445	FAS	TNR6_HUMAN	17	BACKGROUND
Q86YI8	PHF13	PHF13_HUMAN	20	BACKGROUND
Q6IE37	null	OVOS1_HUMAN	21	BACKGROUND
Q9HCK8	CHD8	CHD8_HUMAN	47	BACKGROUND
Q96T60	PNKP	PNKP_HUMAN	14	BACKGROUND
P59646	FXYD4	FXYD4_HUMAN	21	BACKGROUND
P30613	PKLR	KPYR_HUMAN	15	BACKGROUND
O00533	CHL1	NCHL1_HUMAN	18	BACKGROUND
Q96SU4	OSBPL9	OSBL9_HUMAN	27	BACKGROUND
Q6ZSG1	RNF165	RN165_HUMAN	23	BACKGROUND
Q86YF9	DZIP1	DZIP1_HUMAN	25	BACKGROUND
P13945	ADRB3	ADRB3_HUMAN	22	BACKGROUND
Q9HCK0	ZBTB26	ZBT26_HUMAN	11	BACKGROUND
P13942	COL11A2	COBA2_HUMAN	60	BACKGROUND
P28827	PTPRM	PTPRM_HUMAN	20	BACKGROUND
Q9BQ04	RBM4B	RBM4B_HUMAN	22	BACKGROUND
Q9HCK1	ZDBF2	ZDBF2_HUMAN	23	BACKGROUND
P23219	PTGS1	PGH1_HUMAN	19	BACKGROUND
Q9BQ08	RETNLB	RETNB_HUMAN	12	BACKGROUND
Q9HCK4	ROBO2	ROBO2_HUMAN	27	BACKGROUND
Q9HCK5	AGO4	AGO4_HUMAN	15	BACKGROUND
Q16873	LTC4S	LTC4S_HUMAN	38	BACKGROUND
Q16877	PFKFB4	F264_HUMAN	15	BACKGROUND
P30626	SRI	SORCN_HUMAN	28	BACKGROUND
Q96ST2	IWS1	IWS1_HUMAN	22	BACKGROUND
P22310	UGT1A4	UD14_HUMAN	12	BACKGROUND
Q96T51	RUFY1	RUFY1_HUMAN	34	BACKGROUND
Q96T54	KCNK17	KCNKH_HUMAN	23	BACKGROUND
O00522	KRIT1	KRIT1_HUMAN	13	BACKGROUND
Q96ST3	SIN3A	SIN3A_HUMAN	32	BACKGROUND
P30622	CLIP1	CLIP1_HUMAN	30	BACKGROUND
Q96T53	MBOAT4	MBOA4_HUMAN	16	BACKGROUND
P22314	UBA1	UBA1_HUMAN	15	BACKGROUND
Q96T55	KCNK16	KCNKG_HUMAN	35	BACKGROUND
O00526	UPK2	UPK2_HUMAN	24	BACKGROUND
Q96ST8	CEP89	CEP89_HUMAN	29	BACKGROUND
Q96T58	SPEN	MINT_HUMAN	48	BACKGROUND
Q96T59	CDRT15	CDRTF_HUMAN	33	BACKGROUND
Q70CQ2	USP34	UBP34_HUMAN	23	BACKGROUND
Q70CQ3	USP30	UBP30_HUMAN	17	BACKGROUND
Q70CQ1	USP49	UBP49_HUMAN	33	BACKGROUND
Q9UNK9	ANGEL1	ANGE1_HUMAN	20	BACKGROUND
P26599	PTBP1	PTBP1_HUMAN	30	GRPR
Q70CQ4	USP31	UBP31_HUMAN	40	BACKGROUND
Q9HCL0	PCDH18	PCD18_HUMAN	12	BACKGROUND
Q16881	TXNRD1	TRXR1_HUMAN	19	BACKGROUND
Q9BQ15	OBFC2B	SOSB1_HUMAN	20	BACKGROUND
Q9HCL2	GPAM	GPAT1_HUMAN	13	BACKGROUND
Q16880	UGT8	CGT_HUMAN	16	BACKGROUND
Q86YG4	NT5DC4	NT5D4_HUMAN	11	BACKGROUND
Q9UNK0	STX8	STX8_HUMAN	14	BACKGROUND
Q9BQ16	SPOCK3	TICN3_HUMAN	34	BACKGROUND
Q96T88	UHRF1	UHRF1_HUMAN	18	BACKGROUND
P81605	DCD	DCD_HUMAN	21	BACKGROUND
P18124	RPL7	RL7_HUMAN	15	PR_ONLY
O00512	BCL9	BCL9_HUMAN	22	BACKGROUND
Q96T83	SLC9A7	SL9A7_HUMAN	30	BACKGROUND
Q96SW2	CRBN	CRBN_HUMAN	14	BACKGROUND
O00519	FAAH	FAAH1_HUMAN	26	BACKGROUND
O00515	LAD1	LAD1_HUMAN	20	BACKGROUND
B9A6J9	TBC1D3L	TBC3L_HUMAN	29	BACKGROUND
Q86YD5	LDLRAD3	LRAD3_HUMAN	19	BACKGROUND
Q9HCM1	C12orf35	K1551_HUMAN	19	BACKGROUND
Q86YD3	TMEM25	TMM25_HUMAN	19	BACKGROUND
Q9UNL4	ING4	ING4_HUMAN	26	BACKGROUND
P13929	ENO3	ENOB_HUMAN	12	BACKGROUND
Q86YD7	FAM90A1	F90A1_HUMAN	18	BACKGROUND
P13928	ANXA8	ANXA8_HUMAN	12	BACKGROUND
Q96T91	GPHA2	GPHA2_HUMAN	10	BACKGROUND
Q9HCM9	TRIM39	TRI39_HUMAN	20	BACKGROUND
Q96T92	INSM2	INSM2_HUMAN	34	BACKGROUND
Q9UNL2	SSR3	SSRG_HUMAN	18	BACKGROUND
Q9HCM7	FBRSL1	FBSL_HUMAN	40	BACKGROUND
Q16890	TPD52L1	TPD53_HUMAN	17	BACKGROUND
Q9HCM4	EPB41L5	E41L5_HUMAN	13	BACKGROUND
Q86YD1	PTOV1	PTOV1_HUMAN	27	BACKGROUND
Q9HCM2	PLXNA4	PLXA4_HUMAN	12	BACKGROUND
Q9HCM3	KIAA1549	K1549_HUMAN	33	BACKGROUND
Q16891	IMMT	MIC60_HUMAN	25	GR_ONLY
P18135	null	KV312_HUMAN	9	BACKGROUND
Q96T76	MMS19	MMS19_HUMAN	24	BACKGROUND
Q5JST6	EFHC2	EFHC2_HUMAN	22	BACKGROUND
O00501	CLDN5	CLD5_HUMAN	19	BACKGROUND
P18136	null	KV313_HUMAN	9	BACKGROUND
Q6IE81	PHF17	JADE1_HUMAN	16	BACKGROUND
O00506	STK25	STK25_HUMAN	23	BACKGROUND
O00507	USP9Y	USP9Y_HUMAN	17	BACKGROUND
P25490	YY1	TYY1_HUMAN	45	BACKGROUND
Q9BQ31	KCNS3	KCNS3_HUMAN	20	BACKGROUND
Q9HCN2	TP53AIP1	TPIP1_HUMAN	9	BACKGROUND
Q6S8J3	AC131180.1	POTEE_HUMAN	10	BACKGROUND
Q9HCN8	SDF2L1	SDF2L_HUMAN	23	BACKGROUND
Q9BQ39	DDX50	DDX50_HUMAN	59	BACKGROUND
Q9HCN3	TMEM8A	TMM8A_HUMAN	34	BACKGROUND
P28838	LAP3	AMPL_HUMAN	14	BACKGROUND
P23229	ITGA6	ITA6_HUMAN	19	BACKGROUND
Q6S8J7	POTEA	POTEA_HUMAN	12	BACKGROUND
Q9HCN4	GPN1	GPN1_HUMAN	15	BACKGROUND
Q9HCN6	GP6	GPVI_HUMAN	10	BACKGROUND
P80188	LCN2	NGAL_HUMAN	16	BACKGROUND
O95267	RASGRP1	GRP1_HUMAN	11	BACKGROUND
Q9HCP6	HHATL	HHATL_HUMAN	12	BACKGROUND
Q9HD15	SRA1	SRA1_HUMAN	21	BACKGROUND
O95264	HTR3B	5HT3B_HUMAN	9	BACKGROUND
O95263	PDE8B	PDE8B_HUMAN	21	BACKGROUND
P23246	SFPQ	SFPQ_HUMAN	60	GRPR
O95260	ATE1	ATE1_HUMAN	16	BACKGROUND
Q9HCP0	CSNK1G1	KC1G1_HUMAN	12	BACKGROUND
Q6WKZ4	RAB11FIP1	RFIP1_HUMAN	32	BACKGROUND
O00602	FCN1	FCN1_HUMAN	16	BACKGROUND
Q9BQE6	C11orf48	LBHD1_HUMAN	21	BACKGROUND
Q9BQE9	BCL7B	BCL7B_HUMAN	17	BACKGROUND
Q9BQE3	TUBA1C	TBA1C_HUMAN	16	BACKGROUND
Q6XQN6	NAPRT1	PNCB_HUMAN	17	BACKGROUND
Q86YS3	RAB11FIP4	RFIP4_HUMAN	19	BACKGROUND
Q9BQE5	APOL2	APOL2_HUMAN	15	BACKGROUND
Q9BQE4	SELS	SELS_HUMAN	20	BACKGROUND
Q86YS7	C2CD5	C2CD5_HUMAN	33	BACKGROUND
Q86YS6	RAB43	RAB43_HUMAN	10	BACKGROUND
O95259	KCNH1	KCNH1_HUMAN	22	BACKGROUND
Q6ZST4	LCNL1	LCNL1_HUMAN	18	BACKGROUND
O95257	GADD45G	GA45G_HUMAN	14	BACKGROUND
Q6ZT52	FAM43B	FA43B_HUMAN	24	BACKGROUND
O95256	IL18RAP	I18RA_HUMAN	25	BACKGROUND
O95255	ABCC6	MRP6_HUMAN	17	BACKGROUND
P23258	TUBG1	TBG1_HUMAN	15	BACKGROUND
O95251	KAT7	KAT7_HUMAN	23	BACKGROUND
Q5HYW2	NHSL2	NHSL2_HUMAN	19	BACKGROUND
Q13950	RUNX2	RUNX2_HUMAN	43	BACKGROUND
Q5HYW3	RGAG4	RGAG4_HUMAN	60	BACKGROUND
Q13952	NFYC	NFYC_HUMAN	41	BACKGROUND
Q13951	CBFB	PEBB_HUMAN	17	BACKGROUND
Q9BQD7	FAM173A	F173A_HUMAN	26	BACKGROUND
Q6ZSS7	MFSD6	MFSD6_HUMAN	16	BACKGROUND
Q9BQD3	KXD1	KXDL1_HUMAN	20	BACKGROUND
Q86YR5	GPSM1	GPSM1_HUMAN	22	BACKGROUND
Q86YR7	MCF2L2	MF2L2_HUMAN	27	BACKGROUND
Q01955	COL4A3	CO4A3_HUMAN	60	BACKGROUND
Q01954	BNC1	BNC1_HUMAN	22	BACKGROUND
Q9HCR9	PDE11A	PDE11_HUMAN	16	BACKGROUND
O95248	SBF1	MTMR5_HUMAN	23	BACKGROUND
P18206	VCL	VINC_HUMAN	28	BACKGROUND
Q86YQ8	CPNE8	CPNE8_HUMAN	11	BACKGROUND
Q01959	SLC6A3	SC6A3_HUMAN	16	BACKGROUND
Q9HD36	BCL2L10	B2L10_HUMAN	25	BACKGROUND
O95243	MBD4	MBD4_HUMAN	12	BACKGROUND
Q9HD33	MRPL47	RM47_HUMAN	16	BACKGROUND
Q9BQG1	SYT3	SYT3_HUMAN	42	BACKGROUND
Q6ZSR9	null	YJ005_HUMAN	13	BACKGROUND
Q9BQG0	MYBBP1A	MBB1A_HUMAN	29	GRPR
Q86Z23	C1QL4	C1QL4_HUMAN	45	BACKGROUND
Q86Z20	CCDC125	CC125_HUMAN	19	BACKGROUND
Q6ZSR3	null	YO027_HUMAN	27	BACKGROUND
O95237	LRAT	LRAT_HUMAN	13	BACKGROUND
Q9HCQ7	NPVF	NPVF_HUMAN	12	BACKGROUND
Q9HD26	GOPC	GOPC_HUMAN	28	BACKGROUND
O95236	APOL3	APOL3_HUMAN	23	BACKGROUND
O95235	KIF20A	KI20A_HUMAN	24	BACKGROUND
O95239	KIF4A	KIF4A_HUMAN	19	BACKGROUND
O95238	SPDEF	SPDEF_HUMAN	18	BACKGROUND
P52849	NDST2	NDST2_HUMAN	29	BACKGROUND
Q13972	RASGRF1	RGRF1_HUMAN	16	BACKGROUND
Q5D1E8	ZC3H12A	ZC12A_HUMAN	18	BACKGROUND
P23276	KEL	KELL_HUMAN	17	BACKGROUND
Q9UMN6	KMT2B	KMT2B_HUMAN	60	BACKGROUND
Q9HD20	ATP13A1	AT131_HUMAN	20	BACKGROUND
Q13976	PRKG1	KGP1_HUMAN	31	BACKGROUND
Q9HD23	MRS2	MRS2_HUMAN	16	BACKGROUND
O95232	LUC7L3	LC7L3_HUMAN	60	BACKGROUND
Q9HCQ5	GALNT9	GALT9_HUMAN	14	BACKGROUND
P80192	MAP3K9	M3K9_HUMAN	44	BACKGROUND
P23280	CA6	CAH6_HUMAN	10	BACKGROUND
P23284	PPIB	PPIB_HUMAN	12	PR_ONLY
P52848	NDST1	NDST1_HUMAN	15	BACKGROUND
P59666	DEFA3	DEF3_HUMAN	16	BACKGROUND
P59665	DEFA1B	DEF1_HUMAN	16	BACKGROUND
Q86Z14	KLB	KLOTB_HUMAN	12	BACKGROUND
Q86YP4	GATAD2A	P66A_HUMAN	18	BACKGROUND
Q9BQF6	SENP7	SENP7_HUMAN	17	BACKGROUND
O95221	OR5F1	OR5F1_HUMAN	21	BACKGROUND
O95222	OR6A2	OR6A2_HUMAN	22	BACKGROUND
Q6IF36	null	OR8G2_HUMAN	10	BACKGROUND
Q9UMQ6	CAPN11	CAN11_HUMAN	16	BACKGROUND
Q01973	ROR1	ROR1_HUMAN	27	BACKGROUND
O95229	ZWINT	ZWINT_HUMAN	19	BACKGROUND
Q01970	PLCB3	PLCB3_HUMAN	28	BACKGROUND
Q6ZT21	TMPPE	TMPPE_HUMAN	16	BACKGROUND
Q01974	ROR2	ROR2_HUMAN	21	BACKGROUND
Q9UMQ3	BARX2	BARX2_HUMAN	19	BACKGROUND
Q9BQI6	ANKRD32	ANR32_HUMAN	22	BACKGROUND
Q6ZT12	UBR3	UBR3_HUMAN	25	BACKGROUND
Q9BQI7	PSD2	PSD2_HUMAN	26	BACKGROUND
Q9UN30	SCML1	SCML1_HUMAN	12	BACKGROUND
P20132	SDS	SDHL_HUMAN	20	BACKGROUND
Q9BQI9	NRIP2	NRIP2_HUMAN	16	BACKGROUND
Q5JSZ5	PRRC2B	PRC2B_HUMAN	27	BACKGROUND
Q9BQI3	EIF2AK1	E2AK1_HUMAN	15	BACKGROUND
Q9BQI4	CCDC3	CCDC3_HUMAN	21	BACKGROUND
Q9BQI5	SGIP1	SGIP1_HUMAN	29	BACKGROUND
Q86Z02	HIPK1	HIPK1_HUMAN	21	BACKGROUND
P23297	S100A1	S10A1_HUMAN	17	BACKGROUND
Q9HCU0	CD248	CD248_HUMAN	24	BACKGROUND
P20138	CD33	CD33_HUMAN	13	BACKGROUND
P52815	MRPL12	RM12_HUMAN	21	BACKGROUND
Q9HCS4	TCF7L1	TF7L1_HUMAN	31	BACKGROUND
O95210	STBD1	STBD1_HUMAN	22	BACKGROUND
Q9HD45	TM9SF3	TM9S3_HUMAN	22	BACKGROUND
Q9HCS5	EPB41L4A	E41LA_HUMAN	27	BACKGROUND
Q9HCS7	XAB2	SYF1_HUMAN	18	BACKGROUND
Q9HD42	CHMP1A	CHM1A_HUMAN	21	BACKGROUND
Q9HCS2	CYP4F12	CP4FC_HUMAN	13	BACKGROUND
A0A087WVF3	LOC101060389	TBC3D_HUMAN	29	BACKGROUND
Q9HD43	PTPRH	PTPRH_HUMAN	21	BACKGROUND
O95218	ZRANB2	ZRAB2_HUMAN	60	BACKGROUND
O95219	SNX4	SNX4_HUMAN	17	BACKGROUND
Q86YN6	PPARGC1B	PRGC2_HUMAN	34	BACKGROUND
P20151	KLK2	KLK2_HUMAN	13	BACKGROUND
P20142	PGC	PEPC_HUMAN	15	BACKGROUND
P62314	SNRPD1	SMD1_HUMAN	23	BACKGROUND
Q6ZT07	TBC1D9	TBCD9_HUMAN	22	BACKGROUND
P62316	SNRPD2	SMD2_HUMAN	14	BACKGROUND
Q86YN1	DOLPP1	DOPP1_HUMAN	12	BACKGROUND
P62318	SNRPD3	SMD3_HUMAN	10	BACKGROUND
P52824	DGKQ	DGKQ_HUMAN	29	BACKGROUND
Q9HCT0	FGF22	FGF22_HUMAN	16	BACKGROUND
P62310	LSM3	LSM3_HUMAN	20	BACKGROUND
P80162	CXCL6	CXCL6_HUMAN	27	BACKGROUND
Q6F5E8	RLTPR	LR16C_HUMAN	43	BACKGROUND
Q6F5E7	TXNRD3NB	TR3N_HUMAN	12	BACKGROUND
O95201	ZNF205	ZN205_HUMAN	23	BACKGROUND
Q9UMS4	PRPF19	PRP19_HUMAN	11	BACKGROUND
P20160	AZU1	CAP7_HUMAN	19	BACKGROUND
O95202	LETM1	LETM1_HUMAN	24	BACKGROUND
Q9UMS6	SYNPO2	SYNP2_HUMAN	34	BACKGROUND
Q13946	PDE7A	PDE7A_HUMAN	17	BACKGROUND
Q86YM7	HOMER1	HOME1_HUMAN	24	BACKGROUND
Q9UMS5	PHTF1	PHTF1_HUMAN	14	BACKGROUND
O95206	PCDH8	PCDH8_HUMAN	40	BACKGROUND
O95208	EPN2	EPN2_HUMAN	15	BACKGROUND
Q6ZSN1	null	YI023_HUMAN	20	BACKGROUND
Q9BQK8	LPIN3	LPIN3_HUMAN	19	BACKGROUND
P20155	SPINK2	ISK2_HUMAN	20	BACKGROUND
P62341	SELT	SELT_HUMAN	6	BACKGROUND
Q9HCU4	CELSR2	CELR2_HUMAN	24	BACKGROUND
Q9HCU5	PREB	PREB_HUMAN	19	BACKGROUND
Q9HD67	MYO10	MYO10_HUMAN	47	BACKGROUND
Q9HCU8	POLD4	DPOD4_HUMAN	21	BACKGROUND
Q9HCU9	BRMS1	BRMS1_HUMAN	34	BACKGROUND
Q86YL7	PDPN	PDPN_HUMAN	24	BACKGROUND
Q9UMR5	PPT2	PPT2_HUMAN	23	BACKGROUND
Q13936	CACNA1C	CAC1C_HUMAN	20	BACKGROUND
Q9UMR3	TBX20	TBX20_HUMAN	15	BACKGROUND
Q9UN37	VPS4A	VPS4A_HUMAN	13	BACKGROUND
Q86YL5	TDRP	TDRP_HUMAN	31	BACKGROUND
Q9UMR7	CLEC4A	CLC4A_HUMAN	25	BACKGROUND
Q9UN36	NDRG2	NDRG2_HUMAN	19	BACKGROUND
Q9BQJ4	TMEM47	TMM47_HUMAN	23	BACKGROUND
Q6ZSM3	SLC16A12	MOT12_HUMAN	15	BACKGROUND
Q9UN42	ATP1B4	AT1B4_HUMAN	21	BACKGROUND
Q9UMS0	NFU1	NFU1_HUMAN	20	BACKGROUND
P62333	PSMC6	PRS10_HUMAN	15	BACKGROUND
P52803	EFNA5	EFNA5_HUMAN	15	BACKGROUND
P24386	CHM	RAE1_HUMAN	17	BACKGROUND
P24385	CCND1	CCND1_HUMAN	12	BACKGROUND
Q9UN75	PCDHA12	PCDAC_HUMAN	25	BACKGROUND
Q9UN74	PCDHA4	PCDA4_HUMAN	25	BACKGROUND
P51449	RORC	RORG_HUMAN	12	BACKGROUND
Q9UN73	PCDHA6	PCDA6_HUMAN	25	BACKGROUND
Q9UN72	PCDHA7	PCDA7_HUMAN	25	BACKGROUND
Q9UN71	PCDHGB4	PCDGG_HUMAN	20	BACKGROUND
Q9UN70	PCDHGC3	PCDGK_HUMAN	20	BACKGROUND
Q5TCH4	CYP4A22	CP4AM_HUMAN	9	BACKGROUND
Q9UN67	PCDHB10	PCDBA_HUMAN	45	BACKGROUND
Q9UN66	PCDHB8	PCDB8_HUMAN	24	BACKGROUND
Q5JTH9	RRP12	RRP12_HUMAN	18	BACKGROUND
Q9HCX3	ZNF304	ZN304_HUMAN	13	BACKGROUND
Q86YZ3	HRNR	HORN_HUMAN	60	BACKGROUND
Q9HCX4	TRPC7	TRPC7_HUMAN	23	BACKGROUND
P24394	IL4R	IL4RA_HUMAN	22	BACKGROUND
P51451	BLK	BLK_HUMAN	14	BACKGROUND
P24390	KDELR1	ERD21_HUMAN	17	BACKGROUND
Q9HD90	NEUROD4	NDF4_HUMAN	20	BACKGROUND
Q6IEG0	SNRNP48	SNR48_HUMAN	23	BACKGROUND
C9J1S8	AP005814.1	T49D1_HUMAN	11	BACKGROUND
Q9HD89	RETN	RETN_HUMAN	12	BACKGROUND
Q6IED9	null	DG2L7_HUMAN	16	BACKGROUND
P62306	SNRPF	RUXF_HUMAN	11	BACKGROUND
Q9UMX1	SUFU	SUFU_HUMAN	18	BACKGROUND
Q9UMX0	UBQLN1	UBQL1_HUMAN	34	BACKGROUND
Q9UMX5	NENF	NENF_HUMAN	26	BACKGROUND
P62304	SNRPE	RUXE_HUMAN	12	BACKGROUND
Q13905	RAPGEF1	RPGF1_HUMAN	17	BACKGROUND
Q9UN88	GABRQ	GBRT_HUMAN	21	BACKGROUND
P58550	null	FXYD8_HUMAN	10	BACKGROUND
Q13907	IDI1	IDI1_HUMAN	10	BACKGROUND
Q5JTJ3	C1orf31	COA6_HUMAN	15	BACKGROUND
Q5HYR2	DMRTC1	DMRTC_HUMAN	18	BACKGROUND
P08754	GNAI3	GNAI3_HUMAN	17	BACKGROUND
Q6IEE8	SLFN12L	SN12L_HUMAN	21	BACKGROUND
O75909	CCNK	CCNK_HUMAN	60	BACKGROUND
O75908	SOAT2	SOAT2_HUMAN	23	BACKGROUND
Q9UN81	null	LORF1_HUMAN	14	BACKGROUND
Q9UN86	G3BP2	G3BP2_HUMAN	52	GRPR
O75907	DGAT1	DGAT1_HUMAN	34	BACKGROUND
Q6IEE7	TMEM132E	T132E_HUMAN	36	BACKGROUND
O75900	MMP23B	MMP23_HUMAN	27	BACKGROUND
Q9UN76	SLC6A14	S6A14_HUMAN	15	BACKGROUND
O75901	RASSF9	RASF9_HUMAN	18	BACKGROUND
Q9UN79	SOX13	SOX13_HUMAN	40	BACKGROUND
Q6ZSZ5	ARHGEF18	ARHGI_HUMAN	54	BACKGROUND
P36222	CHI3L1	CH3L1_HUMAN	9	BACKGROUND
Q6ZSZ6	TSHZ1	TSH1_HUMAN	43	BACKGROUND
Q86YW5	TREML1	TRML1_HUMAN	28	BACKGROUND
Q9BQA1	WDR77	MEP50_HUMAN	12	GR_ONLY
Q86YW7	GPHB5	GPHB5_HUMAN	16	BACKGROUND
O75915	ARL6IP5	PRAF3_HUMAN	10	BACKGROUND
O75916	RGS9	RGS9_HUMAN	19	BACKGROUND
Q86YW9	MED12L	MD12L_HUMAN	46	BACKGROUND
Q5HYK7	SH3D19	SH319_HUMAN	13	BACKGROUND
Q9UMZ2	SYNRG	SYNRG_HUMAN	36	BACKGROUND
Q9UMZ3	PTPRQ	PTPRQ_HUMAN	19	BACKGROUND
Q86YW0	PLCZ1	PLCZ1_HUMAN	16	BACKGROUND
Q9BQA5	HINFP	HINFP_HUMAN	18	BACKGROUND
Q5JTC6	AMER1	AMER1_HUMAN	42	BACKGROUND
C9JUS6	C19orf76	ADM5_HUMAN	8	BACKGROUND
Q5JTD0	TJAP1	TJAP1_HUMAN	28	BACKGROUND
P07305	H1F0	H10_HUMAN	60	BACKGROUND
Q6ZSY5	PPP1R3F	PPR3F_HUMAN	40	BACKGROUND
P07307	ASGR2	ASGR2_HUMAN	13	BACKGROUND
P07306	ASGR1	ASGR1_HUMAN	34	BACKGROUND
O75914	PAK3	PAK3_HUMAN	15	BACKGROUND
O75912	DGKI	DGKI_HUMAN	60	BACKGROUND
O75928	PIAS2	PIAS2_HUMAN	40	BACKGROUND
Q86YV5	SGK223	SG223_HUMAN	49	BACKGROUND
P58512	C21orf67	CU067_HUMAN	18	BACKGROUND
Q9UMY1	NOL7	NOL7_HUMAN	25	BACKGROUND
Q86YV9	HPS6	HPS6_HUMAN	21	BACKGROUND
Q5JTB6	PLAC9	PLAC9_HUMAN	20	BACKGROUND
Q86YV0	RASAL3	RASL3_HUMAN	35	BACKGROUND
P24347	MMP11	MMP11_HUMAN	42	BACKGROUND
O95297	MPZL1	MPZL1_HUMAN	22	BACKGROUND
O95299	NDUFA10	NDUAA_HUMAN	19	BACKGROUND
O95292	VAPB	VAPB_HUMAN	19	BACKGROUND
A4FU28	CTAGE9	CTGE9_HUMAN	23	BACKGROUND
P08729	KRT7	K2C7_HUMAN	21	BACKGROUND
F5GYI3	UBAP1L	UBA1L_HUMAN	46	BACKGROUND
P08727	KRT19	K1C19_HUMAN	31	BACKGROUND
O95294	RASAL1	RASL1_HUMAN	15	BACKGROUND
O95295	SNAPIN	SNAPN_HUMAN	18	BACKGROUND
Q5HYK3	COQ5	COQ5_HUMAN	16	BACKGROUND
O75920	SERF1A	SERF1_HUMAN	17	BACKGROUND
O75923	DYSF	DYSF_HUMAN	25	BACKGROUND
Q9UMX9	SLC45A2	S45A2_HUMAN	23	BACKGROUND
Q6ZT98	TTLL7	TTLL7_HUMAN	22	BACKGROUND
